хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2017-03-30,'000502,бл╬╟©ь╧и,15.18,16.22,15.1,16.22,16.26,-1.08,-6.6421,5.395,9890541,153075083.49,2805561634.26,2782936223.76
2017-03-29,'000502,бл╬╟©ь╧и,16.26,16.6,16.25,16.59,16.56,-0.3,-1.8116,2.1558,3952214,64743765.47,3005166809.82,2980931686.32
2017-03-28,'000502,бл╬╟©ь╧и,16.56,16.56,16.31,16.37,16.36,0.2,1.2225,3.2498,5957827,98053384.29,3060612691.92,3035930425.92
2017-03-27,'000502,бл╬╟©ь╧и,16.36,17.26,16.21,17.19,17.25,-0.89,-5.1594,5.5711,10213475,168652365.86,3023648770.52,2999264599.52
2017-03-24,'000502,бл╬╟©ь╧и,17.25,17.7,17.2,17.56,17.6,-0.35,-1.9886,3.8279,7017631,122261257.94,3188138220.75,3162427527.0
2017-03-23,'000502,бл╬╟©ь╧и,17.6,17.81,17.51,17.72,17.73,-0.13,-0.7332,2.9619,5430084,95845221.44,3252825083.2,3226592723.2
2017-03-22,'000502,бл╬╟©ь╧и,17.73,18.17,17.63,17.97,18.42,-0.69,-3.7459,5.216,9562512,170066774.12,3276851632.11,3250425510.36
2017-03-21,'000502,бл╬╟©ь╧и,18.42,19.0,17.5,17.55,17.54,0.88,5.0171,4.9353,9047832,163518760.42,3404377160.94,3376922611.44
2017-03-20,'000502,бл╬╟©ь╧и,17.54,17.64,17.48,17.58,17.51,0.03,0.1713,1.6591,3041575,53313154.74,3241735906.78,3215592975.28
2017-03-17,'000502,бл╬╟©ь╧и,17.51,17.81,17.48,17.69,17.65,-0.14,-0.7932,2.0082,3681526,64824904.97,3236191318.57,3210093101.32
2017-03-16,'000502,бл╬╟©ь╧и,17.65,17.71,17.54,17.6,17.59,0.06,0.3411,1.7762,3256314,57297676.62,3262066063.55,3235759179.8
2017-03-15,'000502,бл╬╟©ь╧и,17.59,17.91,17.55,17.84,17.84,-0.25,-1.4013,1.523,2792028,49231571.57,3250976887.13,3224759431.88
2017-03-14,'000502,бл╬╟©ь╧и,17.84,18.17,17.62,17.63,17.69,0.15,0.8479,2.2364,4099950,73567510.1,3297181788.88,3270591714.88
2017-03-13,'000502,бл╬╟©ь╧и,17.69,17.7,17.33,17.47,17.45,0.24,1.3754,1.3021,2387145,41904818.61,3269458847.83,3243092345.08
2017-03-10,'000502,бл╬╟©ь╧и,17.45,17.64,17.42,17.6,17.54,-0.09,-0.5131,1.1053,2026311,35465314.7,3225102142.15,3199093353.4
2017-03-09,'000502,бл╬╟©ь╧и,17.54,17.82,17.33,17.81,17.8,-0.26,-1.4607,2.0801,3813493,66792379.44,3241735906.78,3215592975.28
2017-03-08,'000502,бл╬╟©ь╧и,17.8,17.98,17.71,17.81,17.84,-0.04,-0.2242,1.656,3035940,54101235.4,3289789004.6,3263258549.6
2017-03-07,'000502,бл╬╟©ь╧и,17.84,17.92,17.55,17.74,17.73,0.11,0.6204,2.6596,4875846,86316884.47,3297181788.88,3270591714.88
2017-03-06,'000502,бл╬╟©ь╧и,17.73,17.86,17.48,17.86,17.85,-0.12,-0.6723,3.4952,6407761,112686152.38,3276851632.11,3250425510.36
2017-03-03,'000502,бл╬╟©ь╧и,17.85,18.46,17.5,18.33,18.39,-0.54,-2.9364,3.4116,6254505,111766060.51,3299029984.95,3272425006.2
2017-03-02,'000502,бл╬╟©ь╧и,18.39,18.85,18.12,18.12,18.24,0.15,0.8224,2.3378,4285857,79289788.43,3398832572.73,3371422737.48
2017-03-01,'000502,бл╬╟©ь╧и,18.24,18.27,17.93,18.04,17.99,0.25,1.3897,1.9868,3642297,65838908.16,3371109631.68,3343923367.68
2017-02-28,'000502,бл╬╟©ь╧и,17.99,18.16,17.82,18.12,18.06,-0.07,-0.3876,1.6415,3009323,54108561.24,3324904729.93,3298091084.68
2017-02-27,'000502,бл╬╟©ь╧и,18.06,18.22,17.96,18.02,18.0,0.06,0.3333,1.3042,2391002,43238577.25,3337842102.42,3310924123.92
2017-02-24,'000502,бл╬╟©ь╧и,18.0,18.18,17.91,18.18,18.13,-0.13,-0.717,1.5745,2886594,52134566.96,3326752926.0,3299924376.0
2017-02-23,'000502,бл╬╟©ь╧и,18.13,18.36,17.85,18.21,18.3,-0.17,-0.929,1.2464,2285089,41246925.41,3350779474.91,3323757163.16
2017-02-22,'000502,бл╬╟©ь╧и,18.3,18.57,18.2,18.45,18.44,-0.14,-0.7592,1.0235,1876416,34496037.7,3382198808.1,3354923115.6
2017-02-21,'000502,бл╬╟©ь╧и,18.44,18.59,18.37,18.54,18.44,0.0,0.0,0.8257,1513710,27935038.83,3408073553.08,3380589194.08
2017-02-20,'000502,бл╬╟©ь╧и,18.44,18.52,18.2,18.21,18.22,0.22,1.2075,0.8862,1624672,29827687.97,3408073553.08,3380589194.08
2017-02-17,'000502,бл╬╟©ь╧и,18.22,18.42,18.08,18.15,18.18,0.04,0.22,1.019,1868155,34121021.89,3367413239.54,3340256785.04
2017-02-16,'000502,бл╬╟©ь╧и,18.18,18.35,18.09,18.22,18.29,-0.11,-0.6014,1.3376,2452173,44685566.84,3360020455.26,3332923619.76
2017-02-15,'000502,бл╬╟©ь╧и,18.29,18.6,18.07,18.55,18.55,-0.26,-1.4016,2.2785,4177144,76412651.72,3380350612.03,3353089824.28
2017-02-14,'000502,бл╬╟©ь╧и,18.55,18.71,18.12,18.38,18.47,0.08,0.4331,1.562,2863545,52556336.49,3428403709.85,3400755398.6
2017-02-13,'000502,бл╬╟©ь╧и,18.47,18.5,17.8,18.5,18.69,-0.22,-1.1771,1.5502,2842044,51903171.45,3413618141.29,3386089068.04
2017-02-10,'000502,бл╬╟©ь╧и,18.69,19.03,18.38,18.86,18.72,-0.03,-0.1603,1.6231,2975699,55858146.48,3454278454.83,3426421477.08
2017-02-09,'000502,бл╬╟©ь╧и,18.72,19.05,18.5,18.55,18.5,0.22,1.1892,1.4075,2580317,48616649.15,3459823043.04,3431921351.04
2017-02-08,'000502,бл╬╟©ь╧и,18.5,18.7,18.31,18.62,18.59,-0.09,-0.4841,1.0953,2007944,37171403.32,3419162729.5,3391588942.0
2017-02-07,'000502,бл╬╟©ь╧и,18.59,18.64,18.01,18.2,18.27,0.32,1.7515,1.8786,3443930,63519486.4,3435796494.13,3408088563.88
2017-02-06,'000502,бл╬╟©ь╧и,18.27,18.41,17.36,18.01,18.15,0.12,0.6612,3.3536,6148052,110237874.64,3376654219.89,3349423241.64
2017-02-03,'000502,бл╬╟©ь╧и,18.15,19.61,18.15,19.59,20.17,-2.02,-10.0149,4.7458,8700509,159067306.38,3354475867.05,3327423745.8
2017-01-26,'000502,бл╬╟©ь╧и,20.17,20.44,19.93,19.93,19.98,0.19,0.951,0.3335,611312,12383488.24,3727811473.19,3697748592.44
2017-01-25,'000502,бл╬╟©ь╧и,19.98,20.18,19.96,20.17,20.15,-0.17,-0.8437,0.458,839735,16870127.04,3692695747.86,3662916057.36
2017-01-24,'000502,бл╬╟©ь╧и,20.15,20.3,20.1,20.2,20.22,-0.07,-0.3462,0.373,683861,13814299.23,3724115081.05,3694082009.8
2017-01-23,'000502,бл╬╟©ь╧и,20.22,20.44,20.03,20.1,20.27,-0.05,-0.2467,0.5762,1056361,21349270.01,3737052453.54,3706915049.04
2017-01-20,'000502,бл╬╟©ь╧и,20.27,20.46,19.9,19.94,19.91,0.36,1.8081,0.423,775563,15724304.47,3746293433.89,3716081505.64
2017-01-19,'000502,бл╬╟©ь╧и,19.91,20.19,19.86,20.02,20.17,-0.26,-1.289,0.547,1002848,20062521.17,3679758375.37,3650083018.12
2017-01-18,'000502,бл╬╟©ь╧и,20.17,20.3,19.95,20.16,20.35,-0.18,-0.8845,0.9242,1694245,34161618.1,3727811473.19,3697748592.44
2017-01-17,'000502,бл╬╟©ь╧и,20.35,21.25,19.4,19.47,19.4,0.95,4.8969,3.0856,5656736,114969515.18,3761079002.45,3730747836.2
2017-01-16,'000502,бл╬╟©ь╧и,19.4,20.72,18.78,20.72,20.74,-1.34,-6.4609,1.4357,2631990,52007612.07,3585500375.8,3556585160.8
2017-01-13,'000502,бл╬╟©ь╧и,20.74,21.44,20.72,21.4,21.3,-0.56,-2.6291,0.8836,1619820,34185187.43,3833158649.18,3802246197.68
2017-01-12,'000502,бл╬╟©ь╧и,21.3,21.62,21.19,21.22,21.31,-0.01,-0.0469,0.7728,1416760,30277426.35,3936657629.1,3904910511.6
2017-01-11,'000502,бл╬╟©ь╧и,21.31,21.67,21.28,21.5,21.4,-0.09,-0.4206,0.9334,1711243,36786475.78,3938505825.17,3906743802.92
2017-01-10,'000502,бл╬╟©ь╧и,21.4,22.17,21.0,21.15,21.12,0.28,1.3258,1.8908,3466445,74780730.9,3955139589.8,3923243424.8
2017-01-09,'000502,бл╬╟©ь╧и,21.12,21.16,20.54,20.79,20.8,0.32,1.5385,0.9333,1711032,35862958.04,3903390099.84,3871911267.84
2017-01-06,'000502,бл╬╟©ь╧и,20.8,21.13,20.6,21.13,21.04,-0.24,-1.1407,1.2932,2370780,49412122.65,3844247825.6,3813245945.6
2017-01-05,'000502,бл╬╟©ь╧и,21.04,21.28,21.01,21.09,21.09,-0.05,-0.2371,1.303,2388693,50432862.41,3888604531.28,3857244937.28
2017-01-04,'000502,бл╬╟©ь╧и,21.09,21.29,20.95,21.22,21.2,-0.11,-0.5189,1.8064,3311567,69739207.48,3897845511.63,3866411393.88
2017-01-03,'000502,бл╬╟©ь╧и,21.2,21.48,21.12,21.39,21.2,0.0,0.0,1.2793,2345253,49948533.92,3918175668.4,3886577598.4
